1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,
L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Time , DeltaVelocity
115,0.02101898
116,0.02101898
117,0.02041626
118,0.01961517
119,0.01837158
120,0.01707458
121,0.01587677
122,0.01467133
123,0.01363373
124,0.01271057
125,0.01190186
126,0.01124573
127,0.01080322
128,0.01032257
129,0.009941101
130,0.009384155
131,0.008712769
132,0.007354736
133,0.00567627
134,0.00390625
135,0.002433777
136,0.001213074
137,4.577637E-05
138,0.001106262
139,0.002120972
140,0.002983093
141,0.003898621
142,0.004692078
143,0.005409241
144,0.005844116
145,0.006118774
146,0.006256104
147,0.006057739
148,0.005729675
149,0.004981995
150,0.004600525
151,0.003761292
152,0.003234863
153,0.002464294
154,0.00188446
155,0.001335144
156,0.000869751
157,0.0005264282
158,0.0001220703
159,0.0003204346
160,0.001655579
161,0.002876282
162,0.00377655
163,0.004638672
164,0.004966736
165,0.005378723
166,0.005638123
167,0.005867004
168,0.006217957
169,0.006477356
170,0.00692749
171,0.007164001
172,0.007278442
173,0.007331848
174,0.006919861
175,0.006828308
176,0.006607056
177,0.00553894
178,0.005187988
179,0.004745483
180,0.004119873
181,0.003425598
182,0.003295898
183,0.002616882
184,0.002281189
185,0.002304077
186,0.001983643
187,0.00188446
188,0.001625061
189,0.001579285
190,0.001533508
191,0.001487732
192,0.001312256
193,0.001571655
195,0.001502991
196,0.001365662
197,0.001541138
198,0.001747131
199,0.001457214
200,0.001968384
201,0.001502991
202,0.001754761
203,0.002075195
204,0.001716614
205,0.001716614
206,0.001953125
207,0.001739502
208,0.00189209
209,0.001983643
210,0.00164032
211,0.001831055
212,0.001747131
213,0.001815796
214,0.002052307
215,0.001594543
216,0.001731873
217,0.001899719
218,0.001655579
219,0.001754761
220,0.001594543
221,0.00189209
222,0.001625061
223,0.001693726
224,0.00164032
225,0.001754761
226,0.001716614
227,0.001731873
228,0.001670837
229,0.001831055
230,0.001655579
231,0.001564026
232,0.001953125
233,0.001617432
234,0.001609802
235,0.00177002
236,0.001731873
237,0.001777649
238,0.001670837
239,0.001663208
240,0.001831055
241,0.001731873
242,0.001548767
243,0.001777649
244,0.001831055
245,0.00163269
246,0.001747131
247,0.001556396
248,0.001869202
249,0.001586914
250,0.001914978
251,0.001731873
252,0.001739502
253,0.001564026
254,0.001937866
255,0.00163269
256,0.001663208
257,0.001701355
258,0.001571655
259,0.001914978
260,0.001747131
261,0.001686096
262,0.001647949
263,0.001747131
264,0.001724243
265,0.001625061
266,0.001808167
267,0.001663208
268,0.001663208
269,0.001625061
270,0.001800537
271,0.001747131
272,0.001609802
273,0.00163269
274,0.001861572
275,0.001693726
276,0.001716614
277,0.001617432
278,0.001724243
279,0.001708984
280,0.001747131
281,0.001594543
282,0.001625061
283,0.001853943
284,0.001747131
285,0.001609802
286,0.001724243
287,0.001777649
288,0.00176239
289,0.00164032
290,0.001541138
291,0.001914978
292,0.001792908
293,0.001594543
294,0.001693726
295,0.001701355
296,0.001693726
297,0.001838684
298,0.001846313
299,0.001693726
300,0.001724243
301,0.001617432
302,0.001853943
303,0.001754761
304,0.001571655
305,0.00189209
306,0.001647949
307,0.001731873
308,0.001815796
309,0.001747131
310,0.001571655
311,0.001747131
312,0.001747131
313,0.001754761
314,0.001609802
315,0.001800537
316,0.001663208
317,0.00176239
318,0.001663208
319,0.001731873
320,0.001548767
321,0.001953125
322,0.001968384
323,0.001678467
324,0.001556396
325,0.00176239
326,0.001647949
327,0.001838684
328,0.00188446
329,0.001670837
330,0.001708984
331,0.001777649
332,0.001670837
333,0.001663208
334,0.001823425
335,0.00177002
336,0.001670837
337,0.001716614
338,0.001556396
339,0.001876831
340,0.001655579
341,0.001609802
342,0.001968384
343,0.001586914
344,0.001876831
345,0.001564026
346,0.001602173
347,0.002059937
348,0.002204895
349,0.001647949
350,0.001716614
351,0.001907349
352,0.00201416
353,0.001617432
354,0.00188446
355,0.001579285
356,0.001876831
357,0.002044678
358,0.001441956
359,0.001991272
360,0.001747131
361,0.001823425
362,0.001716614
363,0.001602173
364,0.002288818
365,0.001564026
366,0.001861572
367,0.001823425
368,0.00177002
369,0.001708984
370,0.001647949
371,0.002082825
372,0.001708984
373,0.001594543
374,0.001564026
375,0.002006531
376,0.001495361
377,0.001716614
378,0.001670837
379,0.001808167
380,0.001579285
381,0.001739502
382,0.001686096
383,0.002227783
384,0.001296997
385,0.001396179
386,0.002098083
387,0.001548767
388,0.00151062
389,0.002082825
390,0.001502991
391,0.002159119
392,0.001594543
393,0.001716614
394,0.001815796
395,0.001914978
396,0.001564026
397,0.001838684
398,0.001693726
399,0.001617432
400,0.002044678
401,0.001434326
402,0.001678467
403,0.001403809
404,0.001976013
405,0.001495361
406,0.001976013
407,0.001808167
408,0.001991272
409,0.001571655
410,0.001441956
411,0.002159119
412,0.001487732
413,0.001647949
414,0.001655579
415,0.00213623
416,0.001571655
417,0.001602173
418,0.00188446
419,0.001861572
420,0.002075195
421,0.001472473
422,0.001800537
423,0.001785278
424,0.001663208
425,0.001739502
426,0.002120972
427,0.001449585
428,0.001808167
429,0.001594543
430,0.00189209
431,0.001609802
432,0.001670837
433,0.001647949
434,0.001785278
435,0.001731873
436,0.002059937
437,0.001220703
438,0.001831055
439,0.001823425
440,0.001861572
441,0.001625061
442,0.001647949
443,0.001609802
444,0.001861572
445,0.001655579
446,0.001945496
447,0.001472473
448,0.001670837
449,0.002037048
450,0.001785278
451,0.001655579
452,0.00177002
453,0.00202179
454,0.001678467
455,0.001747131
456,0.001670837
457,0.001937866
458,0.001426697
459,0.001800537
460,0.001647949
461,0.002082825
462,0.001754761
463,0.001937866
464,0.001571655
465,0.001853943
466,0.001373291
467,0.001831055
468,0.001937866
469,0.001724243
470,0.001579285
471,0.00177002
472,0.001838684
473,0.001609802
474,0.001716614
475,0.001800537
476,0.001396179
477,0.001899719
478,0.00202179
479,0.001548767
480,0.001617432
481,0.001983643
482,0.001602173
483,0.001945496
484,0.001731873
485,0.001579285
486,0.001876831
487,0.001586914
488,0.001693726
489,0.001976013
490,0.001342773
491,0.002082825
492,0.00151825
493,0.00188446
494,0.001441956
495,0.002067566
496,0.001998901
497,0.001342773
498,0.001594543
499,0.002197266
