1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,T,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Time , DeltaVelocity
18,0.005989075
18,0.005516052
18,0.004981995
18,0.00440979
18,0.004173279
18,0.003890991
18,0.002861023
18,0.002693176
18,0.002128601
18,0.00177002
18,0.001823425
18,0.0008163452
18,0.0008621216
19,0.0003890991
19,0.0005645752
19,0.0004882813
19,0.0007171631
19,0.0004501343
19,0.001068115
19,0.001296997
19,0.001754761
19,0.00125885
19,0.002059937
19,0.001808167
19,0.002197266
19,0.00226593
19,0.001876831
19,0.00213623
19,0.00188446
20,0.001731873
20,0.002189636
20,0.001602173
20,0.001686096
20,0.001625061
20,0.001724243
20,0.001914978
20,0.001724243
20,0.002105713
20,0.001678467
20,0.002204895
20,0.001976013
20,0.002784729
20,0.002212524
20,0.002822876
20,0.002433777
20,0.002975464
21,0.002731323
21,0.002830505
21,0.003242493
21,0.002975464
21,0.003341675
21,0.003059387
21,0.003425598
21,0.003509521
21,0.003250122
21,0.004005432
21,0.003540039
21,0.004295349
21,0.003364563
21,0.004005432
21,0.00415802
21,0.003746033
21,0.004203796
22,0.003875732
22,0.004333496
22,0.004005432
22,0.004104614
22,0.003791809
22,0.004722595
22,0.004188538
22,0.004432678
22,0.004341125
22,0.003990173
22,0.004486084
22,0.004257202
22,0.004341125
22,0.003990173
22,0.004676819
22,0.004257202
23,0.004341125
23,0.004562378
23,0.004272461
23,0.004425049
23,0.004173279
23,0.004470825
23,0.004302979
23,0.004264832
23,0.004302979
23,0.004310608
23,0.00428772
23,0.003883362
23,0.004516602
23,0.00402832
23,0.004447937
23,0.004402161
23,0.004234314
24,0.003723145
24,0.004058838
24,0.004249573
24,0.004318237
24,0.003829956
24,0.003944397
24,0.004104614
24,0.003990173
24,0.004348755
24,0.004043579
24,0.003944397
24,0.00402832
24,0.003845215
24,0.003517151
24,0.003845215
24,0.00428009
25,0.003601074
25,0.003860474
25,0.004043579
25,0.003746033
25,0.003593445
25,0.003631592
25,0.003692627
25,0.00365448
25,0.003746033
25,0.003684998
25,0.003425598
25,0.003623962
25,0.003479004
25,0.003112793
25,0.003723145
25,0.003578186
25,0.003349304
26,0.003257751
26,0.003410339
26,0.003265381
26,0.00377655
26,0.003051758
26,0.003219604
26,0.003097534
26,0.003211975
26,0.003051758
26,0.003204346
26,0.003128052
26,0.003486633
26,0.002914429
26,0.002922058
26,0.002937317
26,0.003067017
26,0.003257751
27,0.002944946
27,0.003074646
27,0.002677917
27,0.002639771
27,0.002754211
27,0.003089905
27,0.002510071
27,0.002716064
27,0.002853394
27,0.002471924
27,0.002914429
27,0.002593994
27,0.002281189
27,0.0027771
27,0.002281189
27,0.002578735
28,0.002510071
28,0.0026474
28,0.002082825
28,0.002540588
28,0.002159119
28,0.002601624
28,0.001831055
28,0.002059937
28,0.002456665
28,0.002227783
28,0.001937866
28,0.001846313
28,0.001968384
28,0.002433777
28,0.001647949
28,0.00214386
28,0.00189209
29,0.001556396
29,0.001876831
29,0.001792908
29,0.00177002
29,0.001731873
29,0.001617432
29,0.001586914
29,0.001327515
29,0.001319885
29,0.001502991
29,0.00125885
29,0.001594543
29,0.001098633
29,0.001113892
29,0.001296997
29,0.0006713867
30,0.0006103516
30,0.001144409
30,0.0008850098
30,0.0004119873
30,0.0009078979
30,0.0002822876
30,0.0002975464
30,0.0001754761
30,0.0001449585
30,4.577637E-05
30,5.340576E-05
30,0.0005187988
30,3.814697E-05
30,0.0002746582
30,0.0005187988
30,0.0004348755
30,0.0004806519
31,0.0003051758
31,0.00100708
31,0.0004272461
31,0.0004119873
31,0.0009231567
31,0.000328064
31,0.0009765625
31,0.0006790161
31,0.0006713867
31,0.000541687
31,0.001098633
31,0.0003204346
31,0.0009689331
31,0.0007858276
31,0.0008621216
31,0.0008392334
31,0.0007476807
32,0.0007858276
32,0.0009307861
32,0.0009384155
32,0.0009689331
32,0.0007629395
32,0.0009460449
32,0.001235962
32,0.001190186
32,0.0007476807
32,0.0006256104
32,0.001312256
32,0.0006866455
32,0.001098633
32,0.0009231567
32,0.001228333
32,0.001022339
33,0.001167297
33,0.0009307861
33,0.0008392334
33,0.001228333
33,0.0008392334
33,0.001594543
33,0.0009765625
33,0.000869751
33,0.00138855
33,0.0009460449
33,0.001243591
33,0.001091003
33,0.001411438
33,0.0008163452
33,0.001289368
33,0.001281738
33,0.001083374
34,0.001060486
34,0.001441956
34,0.001228333
34,0.001182556
34,0.001312256
34,0.001091003
34,0.001449585
34,0.001022339
34,0.001411438
34,0.00151062
34,0.001091003
34,0.001274109
34,0.001152039
34,0.001533508
34,0.001174927
34,0.001564026
35,0.001235962
35,0.001350403
35,0.001182556
35,0.001586914
35,0.001525879
35,0.001434326
35,0.00112915
35,0.001541138
35,0.001274109
35,0.001724243
35,0.001365662
35,0.001403809
35,0.001502991
35,0.001396179
35,0.001533508
35,0.001419067
35,0.001403809
36,0.001579285
36,0.001533508
36,0.001602173
36,0.001419067
36,0.001525879
36,0.001502991
36,0.001617432
36,0.001365662
36,0.001808167
36,0.001495361
36,0.001190186
36,0.00163269
36,0.001701355
36,0.001586914
36,0.001831055
36,0.001319885
36,0.001785278
37,0.001617432
37,0.001243591
37,0.00163269
37,0.001846313
37,0.001419067
37,0.001800537
37,0.001731873
37,0.001548767
37,0.001487732
37,0.001777649
37,0.001663208
37,0.001663208
37,0.00138855
37,0.001876831
37,0.001617432
37,0.001754761
38,0.001472473
38,0.001747131
38,0.001602173
38,0.001785278
38,0.001609802
38,0.001594543
38,0.001968384
38,0.001655579
38,0.001464844
38,0.00151825
38,0.001976013
38,0.001831055
38,0.001411438
38,0.001670837
38,0.001663208
38,0.001747131
38,0.001777649
39,0.001487732
39,0.001693726
39,0.001838684
39,0.001426697
39,0.001556396
39,0.001953125
39,0.001663208
39,0.001625061
39,0.001815796
39,0.001731873
39,0.001747131
39,0.001541138
39,0.001701355
39,0.001403809
39,0.001831055
39,0.001747131
40,0.001373291
40,0.001899719
40,0.001571655
40,0.001754761
40,0.001457214
40,0.001464844
40,0.001808167
40,0.001411438
40,0.001647949
40,0.001609802
40,0.002067566
40,0.0009994507
40,0.002067566
40,0.001281738
40,0.00164032
40,0.001434326
40,0.001968384
41,0.001411438
41,0.001457214
41,0.001739502
41,0.001342773
41,0.001846313
41,0.001045227
41,0.00188446
41,0.001823425
41,0.001152039
41,0.001609802
41,0.001495361
41,0.001556396
41,0.00163269
41,0.001312256
41,0.001426697
41,0.001579285
41,0.001525879
42,0.001373291
42,0.001281738
42,0.001579285
42,0.001586914
42,0.001457214
42,0.00189209
42,0.001213074
42,0.001113892
42,0.001441956
42,0.001571655
42,0.001365662
42,0.001358032
42,0.001525879
42,0.001571655
42,0.001243591
42,0.001251221
43,0.001312256
43,0.001441956
43,0.001403809
43,0.001396179
43,0.001426697
43,0.001251221
43,0.001426697
43,0.001441956
43,0.001251221
43,0.001350403
43,0.001182556
43,0.00151062
43,0.001190186
43,0.001052856
43,0.00138855
43,0.00151062
43,0.0009689331
44,0.001701355
44,0.001091003
44,0.001411438
44,0.001052856
44,0.001319885
44,0.001335144
44,0.001274109
44,0.001121521
44,0.001182556
44,0.001304626
44,0.00125885
44,0.001396179
44,0.0008163452
44,0.001495361
44,0.001251221
44,0.001014709
45,0.001487732
45,0.0009155273
45,0.001342773
45,0.001251221
45,0.0009384155
45,0.001289368
45,0.001052856
45,0.001091003
45,0.001243591
45,0.001106262
45,0.001274109
45,0.001266479
45,0.0009841919
45,0.001075745
45,0.001190186
45,0.001060486
45,0.001174927
46,0.001113892
46,0.001167297
46,0.001441956
46,0.0005569458
46,0.001296997
46,0.001091003
46,0.0009078979
46,0.0009918213
46,0.00138855
46,0.0008392334
46,0.001037598
46,0.001235962
46,0.0009231567
46,0.001190186
46,0.0009841919
46,0.0009307861
47,0.001121521
47,0.0008621216
47,0.001159668
47,0.0009384155
47,0.0009002686
47,0.001235962
47,0.0007171631
47,0.0009231567
47,0.001121521
47,0.0009765625
47,0.001029968
47,0.0006103516
47,0.001213074
47,0.0008773804
47,0.0008239746
47,0.0006332397
47,0.001098633
48,0.0008926392
48,0.001014709
48,0.0008544922
48,0.0006866455
48,0.0009613037
48,0.0006256104
48,0.0008926392
48,0.0007476807
48,0.001052856
48,0.0005722046
48,0.0007400513
48,0.0007629395
48,0.0007171631
48,0.0009384155
48,0.0006942749
48,0.000617981
49,0.0008926392
49,0.0005950928
49,0.000617981
49,0.0007629395
49,0.0007095337
49,0.0007095337
49,0.0004501343
49,0.0008544922
49,0.0004882813
49,0.000793457
49,0.0006103516
49,0.0005264282
49,0.0004577637
49,0.0006637573
49,0.0007247925
49,0.000541687
49,0.0002593994
50,0.0006637573
50,0.0004730225
50,0.0005645752
50,0.0007324219
50,0.0003204346
50,0.0003585815
50,0.000869751
50,9.155273E-05
50,0.0007324219
50,0.0002822876
50,0.0004730225
50,0.0002593994
50,0.0004806519
50,0.0006790161
50,0.0005264282
50,6.103516E-05
51,0.000541687
51,0.000328064
51,0.0004730225
51,0.0003433228
51,0.0003890991
51,0.0004196167
51,0.0004043579
51,0.000289917
51,0.0002746582
51,0.0004882813
51,0.0002746582
51,0.0001525879
51,0.0005569458
51,0.0002593994
51,0.0004577637
51,0.0001678467
51,0.0003890991
52,0.0003356934
52,0.0003433228
52,0.0001754761
52,0.0002212524
52,0.0003814697
52,0.000289917
52,0.0003128052
52,0.0004119873
52,0.0003509521
52,0.0002365112
52,0.0001373291
52,0.000213623
52,0.0005264282
52,6.103516E-05
52,0.0004577637
52,0.0002670288
52,0.0001449585
53,0.0001602173
53,0.0001983643
53,0.0003204346
53,0.0002822876
53,0.0002288818
53,2.288818E-05
53,0.0003204346
53,0.0002746582
53,0.000289917
53,6.103516E-05
53,0.0003356934
53,0.0001831055
53,0.0003356934
53,0.0004425049
53,0.0001525879
53,0.0004730225
54,0.0001373291
54,0.0001525879
54,0.0001754761
54,0.0001983643
54,0.0001678467
54,0.0003509521
54,0.0004959106
54,9.155273E-05
54,7.629395E-06
54,0.0001449585
54,0.0001449585
54,0.0003128052
54,0.0001678467
54,3.051758E-05
54,0.0003509521
54,0.0003738403
54,0.0001068115
55,0.0003356934
55,5.340576E-05
55,0.0002288818
55,0.0001831055
55,0.0005950928
55,0.00050354
55,0.0001373291
55,0.00025177
55,0.0003051758
55,6.103516E-05
55,0.0003967285
55,9.918213E-05
55,5.340576E-05
55,0.0004501343
55,0.0002593994
55,0.0001525879
56,0.0001754761
56,0.00050354
56,6.866455E-05
56,7.629395E-06
56,0.0003128052
56,0.0001831055
56,0.0004577637
56,0.00025177
56,0.0001907349
56,0.0004425049
56,0.0004348755
56,3.814697E-05
56,0.0003356934
56,8.392334E-05
56,0.0005493164
56,0.0002593994
56,0.0001068115
57,0.0002365112
57,0.000289917
57,4.577637E-05
57,0.0001449585
57,0.0003433228
57,0.0003738403
57,7.629395E-05
57,0.0004501343
57,6.103516E-05
57,3.051758E-05
57,7.629395E-05
57,0.00050354
57,0.0001602173
57,3.051758E-05
57,0.0003585815
57,0.0001525879
57,0.0001678467
58,0.0003814697
58,0.0002288818
58,7.629395E-05
58,0.0003204346
58,7.629395E-05
58,3.814697E-05
58,0.0003509521
58,0.0002746582
58,4.577637E-05
58,0.0004348755
58,0.0001068115
58,2.288818E-05
58,0.0003204346
58,0.0003738403
58,0.000213623
58,3.051758E-05
59,0.0002975464
59,0.0002822876
59,2.288818E-05
59,6.103516E-05
59,0.0004119873
59,0.0001373291
59,0.0002059937
59,0.0001144409
59,0.0002441406
59,4.577637E-05
59,5.340576E-05
59,0.0005187988
59,6.103516E-05
59,0.0005950928
59,6.866455E-05
59,4.577637E-05
59,0.0001373291
60,0.0004348755
60,6.866455E-05
60,0.0002212524
60,0.0001831055
60,0.0001831055
60,0.0006484985
60,0.0001678467
60,0.0001525879
60,8.392334E-05
60,0.0001983643
60,7.629395E-05
60,0.0004653931
60,6.103516E-05
60,0.0003051758
60,0.0001144409
60,0.0003967285
61,6.866455E-05
61,0.0002975464
61,3.051758E-05
61,0.0004043579
61,6.866455E-05
61,0.0003433228
61,0.0001525879
61,0.0003509521
61,1.525879E-05
61,0.0001831055
61,0.0003890991
61,0.0001831055
61,0.0001068115
61,0.0001602173
61,0.0004653931
61,2.288818E-05
61,0.0001068115
62,0.0004806519
62,8.392334E-05
62,7.629395E-06
62,0.0002670288
62,4.577637E-05
62,0.0001678467
62,7.629395E-06
62,3.051758E-05
62,0.0002746582
62,8.392334E-05
62,0.0003128052
62,0.0001296997
62,3.051758E-05
62,1.525879E-05
62,3.051758E-05
62,0.0003128052
63,4.577637E-05
63,2.288818E-05
63,8.392334E-05
63,0.0001373291
63,0.0001449585
63,0
63,0.00025177
63,0.0004806519
63,0.0005187988
63,7.629395E-06
63,0.0002593994
63,0.00050354
63,7.629395E-05
63,0.0002212524
63,0.0001068115
63,7.629395E-05
63,3.814697E-05
64,0.0001907349
64,0.00025177
64,0.0003738403
64,0.0001068115
64,3.814697E-05
64,0.0001907349
64,3.051758E-05
64,2.288818E-05
64,0.0001983643
64,0.0001754761
64,5.340576E-05
64,0.0002059937
64,0.0002288818
64,0.0001068115
64,5.340576E-05
64,9.155273E-05
64,0.0001754761
65,5.340576E-05
65,0.0002288818
65,0.0001602173
65,8.392334E-05
65,4.577637E-05
65,2.288818E-05
65,4.577637E-05
65,6.866455E-05
65,7.629395E-05
65,5.340576E-05
65,6.866455E-05
65,4.577637E-05
65,0.0003051758
65,0.0003585815
65,0.000213623
65,0.0003051758
66,0.0001068115
66,0.0001373291
66,0.0001068115
66,0.0001220703
66,0.0003585815
66,0.0002822876
66,0.0001296997
66,0.0004196167
66,0.0003204346
66,2.288818E-05
66,0.0001983643
66,0.0001525879
66,7.629395E-05
66,4.577637E-05
66,4.577637E-05
66,0.0001907349
66,0.000289917
67,5.340576E-05
67,0.0003128052
67,0.0002212524
67,0.0001144409
67,7.629395E-05
67,7.629395E-06
67,0.0001907349
67,8.392334E-05
67,0.0001449585
67,0.0001373291
67,9.918213E-05
67,0.00025177
67,8.392334E-05
67,0.0001144409
67,6.866455E-05
67,0.00025177
68,0.0003433228
68,0.0002288818
68,0.0001678467
68,3.051758E-05
68,0.0003662109
68,0.0002746582
68,0.0003967285
68,7.629395E-05
68,0.0001449585
68,0.0001296997
68,0.0001144409
68,0.0001068115
68,0.0001602173
68,0.0002059937
68,0.0001983643
68,6.866455E-05
68,5.340576E-05
69,0.0001754761
69,9.155273E-05
69,0.0002746582
69,7.629395E-05
69,9.918213E-05
69,0.0002059937
69,8.392334E-05
69,0.0001068115
69,0.0001602173
69,0.0001068115
69,8.392334E-05
69,2.288818E-05
69,6.866455E-05
69,2.288818E-05
69,0.0003433228
69,0.0002975464
70,6.103516E-05
70,0.0003128052
70,0.0001525879
70,9.918213E-05
70,7.629395E-05
70,3.051758E-05
70,0.0001602173
70,0.0002059937
70,0.0001907349
70,0.0001068115
70,5.340576E-05
70,5.340576E-05
70,0.0003814697
70,0.00025177
70,0.0002441406
70,7.629395E-06
70,0.000213623
71,0
71,0.0001678467
71,9.918213E-05
71,0.0001296997
71,0.0001449585
71,0.0003662109
71,0.0002822876
71,7.629395E-05
71,0.0001144409
71,0.0002746582
71,0.0001144409
71,0.0001068115
71,0.0003662109
71,0.0001296997
71,3.051758E-05
71,0.0001220703
72,0.0001983643
72,0.0004882813
72,0.0004577637
72,0.0002059937
72,0.0001525879
72,8.392334E-05
72,0.0001220703
72,0.000328064
72,0.0001754761
72,0.0002822876
72,6.103516E-05
72,0.0001831055
72,9.155273E-05
72,5.340576E-05
72,9.155273E-05
72,0.0001754761
72,0.0004959106
73,0.0001068115
73,0.0001373291
73,1.525879E-05
73,0.0001068115
73,0.0001449585
73,0.0003662109
73,0.0002212524
73,0.0001220703
73,4.577637E-05
73,8.392334E-05
73,0.0001678467
73,0.0002212524
73,0.0001220703
73,0.0001678467
73,4.577637E-05
73,4.577637E-05
74,8.392334E-05
74,0.0001678467
74,3.051758E-05
74,0.0002670288
74,3.051758E-05
74,0.0001525879
74,5.340576E-05
74,8.392334E-05
74,0.000328064
74,0.0002822876
74,3.051758E-05
74,6.866455E-05
74,3.814697E-05
74,0.0004501343
74,0.0002746582
74,0.0002822876
74,0.000328064
75,0.0002441406
75,0.0002059937
75,0.0001296997
75,0.0002441406
75,7.629395E-06
75,0.0001144409
75,2.288818E-05
75,4.577637E-05
75,0.0002365112
75,0.0003509521
75,0.0001525879
75,0.0003509521
75,9.918213E-05
75,0.0001525879
75,0.00025177
75,0.0001296997
75,6.103516E-05
76,0.0001678467
76,0.00025177
76,3.051758E-05
76,0.0001296997
76,6.103516E-05
76,0.0004882813
76,0.0002975464
76,0.0001678467
76,0.0004196167
76,0.0001373291
76,8.392334E-05
76,0.0003128052
76,0.00025177
76,6.103516E-05
76,0.0002593994
76,0.0002212524
77,0.0003051758
77,2.288818E-05
77,5.340576E-05
77,0.0001296997
77,0.0003967285
77,0.0001144409
77,8.392334E-05
77,4.577637E-05
77,0.0003128052
77,0.0001373291
77,0.0001602173
77,0.0001296997
77,0.0003890991
77,0.00025177
77,0.0001144409
77,0.0002975464
77,0.0002059937
78,0.000213623
78,4.577637E-05
78,0.0002212524
78,0.0001449585
78,0.0003356934
78,0.0003051758
78,0.0002822876
78,2.288818E-05
78,0.0003509521
78,0.0003356934
78,0.0004425049
78,0.0002059937
78,0.0001296997
78,6.103516E-05
78,3.814697E-05
78,2.288818E-05
79,0.0001144409
79,0.0001907349
79,0.0002212524
79,0.0003356934
79,1.525879E-05
79,2.288818E-05
79,0.0001296997
79,0.0001296997
79,0.000213623
79,0.0002593994
79,0.0001373291
79,0.0003128052
79,8.392334E-05
79,0.0003814697
79,0.0001068115
79,1.525879E-05
79,9.155273E-05
80,0.0002593994
80,0.0001449585
80,0.0002365112
80,0.0001373291
80,0.0001373291
80,0.0002441406
80,3.814697E-05
80,0.0001068115
80,0.0003585815
80,0.0001983643
80,0.000213623
80,0.0001907349
80,0.0001373291
80,0.0001296997
80,9.155273E-05
80,0.0002822876
81,0.0001068115
81,0.0001220703
81,0.0004272461
81,6.866455E-05
81,0.0004043579
81,5.340576E-05
81,0.0005493164
81,9.155273E-05
81,0.0001831055
81,0.0003738403
81,0.0003967285
81,3.814697E-05
81,0.0003128052
81,0.0003204346
81,0.0003662109
81,0.0004959106
81,0.0002059937
82,0.0007476807
82,0.0001144409
82,0.0006256104
82,0.0004196167
82,0.0004806519
82,0.0004043579
82,0.000213623
82,0.001045227
82,0.00050354
82,0.0003356934
82,0.0009460449
82,0.0004577637
82,0.0008544922
82,0.0005645752
82,0.0004196167
82,0.0008392334
83,0.0008544922
83,0.0007705688
83,0.0007629395
83,0.001091003
83,0.0007858276
83,0.0008163452
83,0.0009155273
83,0.0008850098
83,0.0008392334
83,0.001434326
83,0.001014709
83,0.001029968
83,0.001190186
83,0.0009765625
83,0.001220703
83,0.0009536743
83,0.00163269
84,0.0007476807
84,0.001754761
84,0.001037598
84,0.0009078979
84,0.0009536743
84,0.0009765625
84,0.001014709
84,0.001029968
84,0.001060486
84,0.0009994507
84,0.001373291
84,0.0009155273
84,0.001045227
84,0.001487732
84,0.001091003
84,0.0009689331
84,0.001174927
85,0.001266479
85,0.001480103
85,0.001014709
85,0.001480103
85,0.0009994507
85,0.0009765625
85,0.001586914
85,0.001335144
85,0.001228333
85,0.001342773
85,0.001426697
85,0.001365662
85,0.001121521
85,0.001319885
85,0.00151825
85,0.001464844
86,0.001235962
86,0.00113678
86,0.00138855
86,0.001571655
86,0.001281738
86,0.001396179
86,0.001083374
86,0.001602173
86,0.00138092
86,0.00151825
86,0.00112915
86,0.001609802
86,0.0009994507
86,0.001792908
86,0.001037598
86,0.001594543
86,0.001205444
87,0.001434326
87,0.001396179
87,0.0009002686
87,0.001564026
87,0.001686096
87,0.001098633
87,0.001419067
87,0.001419067
87,0.001091003
87,0.001304626
87,0.001152039
87,0.001373291
87,0.001449585
87,0.001319885
87,0.001205444
87,0.001197815
88,0.001403809
88,0.0009765625
88,0.001281738
88,0.001365662
88,0.001174927
88,0.0009994507
88,0.001167297
88,0.001243591
88,0.001197815
88,0.001197815
88,0.001174927
88,0.0009536743
88,0.001213074
88,0.001266479
88,0.001060486
88,0.001068115
88,0.001319885
89,0.0007781982
89,0.0009765625
89,0.001213074
89,0.001113892
89,0.001182556
89,0.0004425049
89,0.001174927
89,0.001411438
89,0.0007629395
89,0.0009613037
89,0.0009384155
89,0.0009613037
89,0.001144409
89,0.0007629395
89,0.001190186
89,0.0009918213
90,0.0005264282
90,0.0009994507
90,0.001113892
90,0.000617981
90,0.001091003
90,0.0007629395
90,0.0006866455
90,0.0009841919
90,0.0006790161
90,0.001037598
90,0.0006561279
90,0.0007324219
90,0.0007247925
90,0.0007247925
90,0.0006942749
90,0.00113678
90,0.0007247925
91,0.0005111694
91,0.0007171631
91,0.0008163452
91,0.0006942749
91,0.000328064
91,0.001075745
91,0.0007324219
91,0.0006332397
91,0.0007324219
91,0.0001907349
91,0.001060486
91,0.0001296997
91,0.0007629395
91,0.0006027222
91,0.0007400513
91,0.0006256104
92,0.000617981
92,0.0004043579
92,0.0004577637
92,0.0007781982
92,0.00050354
92,0.000328064
92,0.0008392334
92,0.0003967285
