1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,
L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,T,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Time , DeltaVelocity
649,0.00202179
650,0.004875183
651,0.003990173
652,0.001426697
653,0.006141663
654,0.0004653931
655,0.005096436
656,0.001281738
657,0.003501892
658,0.001113892
659,0.007148743
660,0.002326965
661,0.0025177
662,0.001052856
663,0.003997803
664,0.001899719
665,0.002807617
666,0.003379822
667,0.002281189
668,0.0004119873
669,0.002479553
670,0.0008926392
671,0.003265381
672,0.003051758
673,0.0004806519
674,0.004203796
675,0.002281189
676,0.0009536743
677,0.003646851
678,0.0009384155
679,0.001182556
680,0.001785278
681,0.00163269
682,0.004074097
683,0.001930237
684,0.004112244
685,0.002113342
686,0.001930237
687,0.001213074
688,0.002098083
689,0.001914978
690,0.000213623
691,0.002960205
692,0.0008392334
693,0.0005950928
694,0.0008163452
695,0.006843567
696,0.00138855
697,0.003135681
698,0.001678467
699,0.001083374
700,0.001052856
701,0.001953125
702,0.0008621216
703,0.001785278
704,0.001686096
705,0.002601624
706,0.002296448
707,0.003089905
708,0.001541138
709,0.0004425049
710,0.002700806
711,0.0026474
712,0.0003814697
713,0.0002975464
714,0.003936768
715,6.103516E-05
716,0.001403809
717,0.002044678
718,0.003746033
719,0.003479004
720,0.002052307
721,0.000213623
722,0.0001220703
723,0.006332397
724,0.0006942749
725,6.103516E-05
726,0.0006713867
727,0.0001602173
728,0.0001678467
729,0.004066467
730,0.002029419
731,0.00050354
732,0.0006866455
733,0.0004730225
734,0.00138855
735,0.0001831055
736,0.004554749
737,0.001296997
738,0.003479004
739,0.004127502
740,0.005355835
741,0.0003128052
742,0.0006790161
743,0.003334045
744,0.0009231567
745,0.005012512
746,0.003234863
747,0.001182556
748,0.0006256104
749,0.00025177
750,0.004325867
751,0.0008239746
752,0.001731873
753,0.001304626
754,0.00553894
755,0.002563477
756,0.002799988
757,0.0009307861
758,0.0007324219
759,0.005561829
760,0.004264832
761,0.001953125
762,0.001396179
763,0.00188446
764,0.0001907349
765,0.0002365112
766,0.003631592
767,0.0008621216
768,0.001861572
769,0.0005340576
770,0.00151062
771,0.003372192
772,0.0006561279
773,5.340576E-05
774,0.0007705688
775,0.001220703
776,0.0004653931
777,0.003807068
778,0.003616333
779,0.003669739
780,0.0004577637
781,0.00352478
782,0.001487732
783,0.002464294
784,0.003707886
785,0.0006027222
786,0.00227356
787,0.0007095337
788,0.001579285
789,0.0003967285
790,0.00315094
791,0.002922058
792,0.005447388
793,0.0004501343
794,0.0002365112
795,0.001106262
796,0.0004806519
797,6.103516E-05
798,0.0006332397
799,0.002334595
800,0.001159668
801,0.002571106
802,0.003684998
803,0.00164032
804,0.003257751
805,0.002464294
806,0.0006408691
807,0.001464844
808,0.0009613037
809,0.002868652
810,0.0005645752
811,0.0004348755
812,0.002105713
813,0.002960205
814,0.00302887
815,0.0005569458
816,0.002128601
817,0.00138092
818,0.000617981
819,0.003753662
820,0.003723145
821,0.002693176
822,0.003509521
823,0.004737854
824,0.002960205
825,0.0005645752
826,0.001617432
827,0.0009613037
828,8.392334E-05
829,0.002815247
830,3.814697E-05
831,6.866455E-05
832,0.0005340576
